Comment,Sentiment;;
arun looks so fit now im glad to see him taking care of himself too,positive;;
there was also another problem with the fitbit when some of the straps would irritate your skin and leave a rash and still the company hasnt dealt with it yet,negative;;
1035 this is a common misconception while part of the reason was the battery being too thin the main issue was a manufacturing defect in the corner of most of the batteries at launch which was a tiny dent in the top left corner this would cause the battery to eventually short out as the dent caused both terminals to eventually touch each other most peoples phones were exploding while fast charging which was likely due to the increased power going through the battery and lithiumion batteries do not take well to being shorted out like that edit normally defects of that scale would be perfectly fine and would never cause issues but they made the battery too thin meaning it shorted it out easier just wanted to clarify that,negative;;
i now know i like this guy i at first thought i had some type of prejudicial dislike of him maybe because he was too smooth and that goes against my grain but i love this guy because he does seem to care about things and many of them seem not to be regarding how much money he can make off of a ad for a person it seems as his reviews are sincere and these seem not to have to do with what ive seen only from him which is technology i really love the fact that this guy cares about peoples safety and he brings up some safety issues which people should be concerned about if they have children especially with the toys and the baby monitors yeah this guy is getting a big a from me,positive;;
im hoping this video will blow you away so much work has gone into it and so many people have been fed because of it  to check out the tiniest tech,positive;;
arun ok now it’s time for the mouse pad also arun pulls out a yoga mat,neutral;;
yes you definitely need to fill the lighter with fluid they are shipped empty for safety reasons the smoke you were getting was because you were burning up the dry wick,neutral;;
i really appreciate this shaq episode and the effort that went into making it normal looking things scaled up seems much like mrbeast kinda thing think u got inspired by him i have seen the giant toblerone before in sorted the incredible cooking channel has shown the chocolate bar in their occasion based pretentious product series it cost may be 70 poundsbut what u showed is probably bigger than sorted oneits actually cool and it is my favourite chocolate bar too,positive;;
those earbuds are actually pretty cool decorate it somewhere good and it’d act like good speakers,positive;;
i actually have a mousemat that came with my desk thats larger than the one you have its specifically designed to cover the entire surface of the 55 inch desk since its a desk built for gaming,positive;;
him we’re gonna spend 10k on giant tech products in the next 4 mins also him buys a 45kg chocolate bar,neutral;;
wow i never seen technology that big before,positive;;
650 little did he know there was lots of those keyboards on amazon that he could of got insted of doing that lol,neutral;;
i have so much respect for you feeding the homeless with the cake,positive;;
if gaiman decides to start a youtube channel to talk about myths and history i would definitely watch that,positive;;
neil gaiman could read me my groceries list and i would still feel like hes reading us a story for the ages,neutral;;
i know this isnt entirely uncommon with authors but ive always loved how much neil gaiman feels like a neil gaiman character,positive;;
you know it’s gonna be great when he says “unless it’s a furry minotaur” and then specified that this is going to be great,positive;;
he seems like the younger nerdier slightly crazy brother of alan rickman ,neutral;;
its nice to see mr gaiman talk about death as being kind his friend and occasional coauthor terry pratchett wrote about death in the same way,positive;;
i love hearing neil speak and explain things he’s such a character ,positive;;
i have been in love with mr gaiman for decades and i couldnt click on this video fast enough major thanks to wired for this video and major thanks to mr gaiman for doing this for all us fans who cant get enough of him,positive;;
i want neil gaiman rick riordan and stephen fry all in one room discussing myths and mythology that would be a colab of a century for me,neutral;;
i love how he sings his words ragnarok essennntially beginnnnnnns with everything going wrong,positive;;
you can tell hes serious about his craft but not obnoxious about it the best you can hope for,positive;;
hes really respectful of people enjoying sushi differently class act,positive;;
nothing should look sad it should look bright good to know when the aliens come down looking for human sashimi they wont be coming after me,positive;;
you can tell he smiles all the time he just has a happy atmosphere,positive;;
i love how positive this guy is never says a bad word about anyone made me feel like im not stupid even when hes dispelling my wildly inaccurate preconceptions,positive;;
i met a sushi chef back in 1985 who had been living in the usa for thirty years at the time he claimed to be the inventor of california roll he said he developed it to warm customers to the concept of sushi sort of a beginner’s sushi,neutral;;
as long as people understand that this is not traditional chefs have the creative freedom to do whatever they want pitty so many prefer to gatekeep stuff and belittle others who merely do things differently respect to taka sakaeda what a lovely person,positive;;
a friend of mine chastised me for eating sushi with my hands saying its not finger food it was nice to hear the chef say the literal opposite of that,neutral;;
sushi chef is answering the real questions,neutral;;
i am so glad i got to see a sushi chef refer to sushi as finger food i am tired of the snobs looking at me weird every time i decide to just pick up a piece and eat it,positive;;
really appreciate you taking the time and effort of putting it out there look forward to watching more of your great content in the past two years assets like gold 7 nasdaq 19 and sp 29 have all lagged behind the usd monetary inflation rate m2 money supply is up 36 while bitcoin has appreciated 229 during the same period my stock portfolio over the last 2 years is massively down against my bitcoin using thomas fuller strategy in my view bitcoin has been one of the best holds during this uncertain market my bitcoin portfolio have been on a rise although the rates are capricious wiping out some of my profits i still have about 914 btc worth of crypto assets i can take a drop down to 20k and still be doing better than my stock portfolio ive stopped buying most stocks im dcaing into bitcoin and im hoarding cash that will go entirely into bitcoin if theres another good drop,positive;;
the record ill love to break is becoming the first millionaire in my family history ive read about people coming from the dirt to making over 2millions in few years and id love to know how to build wealth and amass good profit against all odds,positive;;
last week they said to sell it all now they say buy glad i never listen to these frauds,negative;;
whats the best way to make money from crypto investing,neutral;;
my financial goal is to be making at least up to 1000000 every year by investing heavily both in crypto and stock i need guidiance please comment below,neutral;;
can definitely vouch for the switch grip i used to never play handheld mode because of how uncomfortable it was now i do it all the time with the grip,positive;;
dude that battery swap alone would sell me over the sony h9 steelseries hit it hard with that feature i wish more peripherals had that ability,positive;;
its a great month for tech with a lot of cool and reliable products love em all,positive;;
i gotta admit that steelseries headset is next level also the switch grip being under 20 is a steal,positive;;
the oivo grip is amazing have one for my v2 switch as well,positive;;
the music in the background is just a classic for this channel love it,positive;;
grover also lets you buy products if you keep renting every month until it reaches retail price realy like that laptop keep renting until it youve paid the equivalent of retail and its yours easy payment plan type vibes,neutral;;
yes for your sponsor grover if you keep renting a product until you reach its retail price you can keep it forever for a symbolic dollar or if you fall in love with an item before that you can also pay it off at any point so the only issue i find with that is why must we have to pay retail for a refurbished or used item,neutral;;
best part about the novas is being able to use the switch with it since it has bt i go from pc play some ps5 then go off the grid with the switch all on one headset it’s amazing,positive;;
when we moved to home working i got the logitech mx master 3 it’s been great as an all round mouse i miss my setup when i have to go back i to the office lol although i could just take my mouse with me,positive;;
i love this series the experts are not judgemental and very professional,positive;;
for those who are curious not only is it widely accepted that an asteroid wiped out the dinosaurs but we also know exactly where the asteroid landed its called the chicxulub crater its located on the northern coast of the yucatan peninsula and has been carbondated to have formed in that time period and it size of the crater certainly looks catastrophic enough,negative;;
such innocence when he reads “godstiddies” he is adorable,positive;;
i would absolutely love to attend a paleontology course that guy was running his enthusiasm is infectious,positive;;
the way he factually states the world is a sphere makes you feel like hes heard even weirder statements before and this is just another misconception he corrects ,negative;;
since when were pterodactyls not dinosaurs since ever that is probably one of the greatest answers,positive;;
hearing this guy stay professional while reading the username godstiddies was the highlight of my day,positive;;
that was cool i like that he said jurassic park was for entertainment not science i often hear people complaining that things like jurassic park arent scientifically accurate who cares i watch that kind of stuff to be entertained if i want to learn something ill watch a documentary which i also do,positive;;
the fact that birds are technically dinosaurs is a fact that would have blown my mind as a kid which is why i try to bring it up with kids as often as i can growing up plesiosaurus was my favorite “dinosaur” although it’s technically not a dinosaur my other favorites are maiasaura and parasaurolophus,positive;;
you can always tell when someone enjoys their job he is so enthusiastic and knowledgeable about dinosaurs what a great series,positive;;
the biggest problem is colleges charging outrages tuition fees causing this to happen,negative;;
so everyone who couldn’t afford college will have to pay for those who did……why not make college affordable in the first place,negative;;
now we need to cap these institutions no more predatory pricing honestly these collegesuniversities should be paying back people the interest as well those who have and have not paid off their loans last 30 years included,negative;;
today i learned “low income families” make up to 250k per year,neutral;;
regulate college tuition so that this doesn’t happen again please otherwise this will be pointless,negative;;
my question is if you are in public service for the 10 years is the 120 qualifying payments still a requirement under this new announcement,neutral;;
when colleges knew about this watch them charge more tuition then you will know why college is expensive in the first place,negative;;
he needs to find a way to get schools to lower their tuition rates and quit trying to game a broken student loan system this will just keep happening and its not going to stop idealistic young people from taking out massive debt on a useless degree the schools need to be regulated if they take govt funds then they should be subject to immediate regulation,negative;;
the states deregulated tuition and fees so the colleges could charge more then they used that money to hire more administrators and build more buildings the students are not just paying for their education they are also paying for all the things the colleges wanted but the states did not want to give them money for nobody talks about that,negative;;
there is no such thing as loan cancellation its merely a transfer do people not understand how this works,negative;;
click here for the latest news on the 2022 midterm elections,neutral;;
im trying to hold onto hope and positivity for new york state but every year it gets harder and harder,negative;;
nadler shouldnt be allowed to drive much less wield power,negative;;
this is a good way to get rid of career politicians from one party by putting them both in the against each other meaning one of them will be gone at least,neutral;;
funny how democrats always choose the old white man lol,negative;;
a population of mass psychosis,negative;;
nyof course dems did well,positive;;
it never matter how win the question is is the state is any better under either politicians all politicians are very corrupt,negative;;
what is charlie republican democrat independent conservative liberal socialist he has been them all,neutral;;
ny democrats never cease to amaze me…picking the absolute worst representatives possible thanks jim eagle,negative;;
i feel for civilians that just want to live a peaceful normal life in ukraine,negative;;
to be clear its not alleged war crimes they have tried and convicted people for them already so yes war crimes are being committed in ukraine just because you dont like saying it doesnt change that its actually happening to the people it affects,negative;;
i whole heartedly agree with the guy from nato who was saying that europe and the us will pay a high price this winter for supporting ukraine this winter but not supporting them will cost us even more the biggest threat to ukraine right now is that the rest of us will lose interest and abandon them ukraine needs to get all their territory back or russia is just going to eat them in bites and then they will move to the next nation that they want to add back to the soviet union,negative;;
happy independence day to ukraine and glory  the reason why i support ukraine because i’m human and i support human rights and if ukraine surrenders there will be no more ukraine and it won’t save lives it will only end up in a brutal occupation like bucha irpin and mariupol massacre the main goal of russia is that they want to destroy ukraine as a nation just like rome destroyed carthage russians don’t treat ukrainians as people,negative;;
he thought it would take him 3 days to take over all of ukraine its been 6 months and he barely took a small part of the east and south and even there ukraine from time to time take some sections back ukraine deserves most of the credit they have proven themselves not just brave and tenacious but also skilled capable the west deserves the rest of the credit putin actually managed to unite us,neutral;;
putin is the greatest gift to nato since the end of the cold war now thats funny,positive;;
happy independence day ukrainian people,positive;;
what an excellent piece very good questions and thoughtful answers definitive predictions of course not events in war are hard to predict thank you for a very useful piece,positive;;
thank you very much for your analytical comments and predictions on the war in the ucraine as such more vital weapons supply nato expanding with finland and sweden to face putins war agression and threats and moral worldwide support growing for a democratic and free ucraine as it can daily be seen,positive;;
something important to know for all who are interested in history andor support ukraine rus’ ought not to be confused with “russia” which derives its name from the rus’ but historically is a completely different state which almost all its existence was at war with the rus’ just like the holy roman empire was actually germany russia is actually muscovy despite their best attempts to convince everybody otherwise its name “russia received only in 1721 when peter i passed a decree to change tsardom of muscovy’s name into the “russian” empire “russia” originates from rosia name used by the greek orthodox clergy in regards to kyivan rus under the reign of cathrine ii muscovites where even punished for continuing to identify as muscovites and were forced to call themselves “russian” lands that “russia” claims were part of the original rus’ but actually werent are novgorod suzdal and ryazan since in historical texts of xixii centuries they are mentioned as separate entities from rus’ they can be considered parts of extended rus’ although their culture was distinct from main rus’ in 1493 moscow prince ivan iii appointed himself to be the great ruler of all rus’ no other kings acknowledged that from that point on muscovy started to make false claims on rus’ ownership “russia” is an offshoot of ukraine and not the other way round despite what soviet and “russian” historians have been trying to say for years kiev was a developed cultured capital when moscow was just another swamp village germany used to call itself the holy roman empire that didn’t mean they became the romans and all of a sudden had a right to claim whole of italy and its history but yet that’s exactly what “russia” did in regards to rus’ukraine which is a horrible injustice,neutral;;
